one,pro,body,0:13.0
one,pro,face,0:14.0
one,pro,caption,0:15.0
one,pro,face,0:20.0
one,pro,body,0:21.0
one,pro,face,0:22.0
one,pro,body,0:23.0
one,pro,body,0:24.0
one,pro,caption,0:24.3
one,pro,face,0:27.0
one,pro,body,0:28.0
one,pro,body,0:30.0
one,pro,caption,0:31.0
one,pro,face,0:40.0
one,pro,body,0:41.0
one,pro,face,0:41.3
one,pro,body,0:42.0
one,pro,face,0:43.0
one,pro,body,0:44.0
one,pro,face,0:45.0
one,pro,face,0:46.0
one,pro,face,0:46.0
one,pro,action,0:53.0
two,pro,body,0:54.0
two,pro,face,0:54.3
two,pro,body,0:55.0
two,pro,detail,0:55.3
two,pro,detail,0:56.0
two,pro,caption,0:57.0
two,pro,detail,1:12.0
two,pro,face,1:12.3
two,pro,face,1:13.0
two,pro,detail,1:13.0
two,pro,face,1:14.0
two,pro,face,1:14.3
two,pro,face,1:15.0
two,pro,face,1:15.3
two,pro,face,1:16.0
two,pro,face,1:16.3
two,pro,face,1:17.0
two,pro,action,1:22.0
three,pro,unknown,1:23.0
three,pro,body,1:25.0
three,pro,face,1:27.0
three,pro,body,1:32.0
three,pro,caption,1:33.0
three,pro,face,1:37.0
three,pro,body,1:38.0
three,pro,body,1:39.0
three,pro,face,1:40.0
three,pro,face,1:41.0
three,pro,body,1:42.0
three,pro,body,1:42.3
three,pro,face,1:43.0
three,pro,body,1:44.0
three,pro,face,1:46.0
three,pro,body,1:48.0
three,pro,face,1:51.0
three,pro,action,1:52.0
four,ugc,caption,1:53.0
four,ugc,body,1:53.3
four,ugc,face,1:54.0
four,ugc,body,1:56.0
four,ugc,face,1:57.0
four,ugc,face,1:58.0
four,ugc,face,1:58.3
four,ugc,face,1:59.0
four,ugc,face,2:00.0
four,ugc,face,2:01.0
four,ugc,face,2:02.0
four,ugc,body,2:03.0
four,ugc,face,2:03.3
four,ugc,action,2:06.0
five,pro,face,2:07.0
five,pro,body,2:07.0
five,pro,unknown,2:08.0
five,pro,face,2:09.0
five,pro,face,2:10.0
five,pro,body,2:11.0
five,pro,caption,2:11.3
five,pro,face,2:20.0
five,pro,face,2:21.0
five,pro,body,2:21.3
five,pro,body,2:22.0
five,pro,face,2:22.3
five,pro,action,2:25.0
seven,pro,face,2:33.0
seven,pro,face,2:34.0
seven,pro,face,2:34.3
seven,pro,unknown,2:35.0
seven,pro,caption,2:35.3
seven,pro,face,2:40.0
seven,pro,caption,2:41.0
seven,pro,face,2:44.0
seven,pro,face,2:45.0
seven,pro,face,2:35.3
seven,pro,face,2:46.0
seven,pro,body,2:47.0
seven,pro,face,2:48.0
seven,pro,action,2:51.0
eight,ugc,face,2:52.0
eight,ugc,detail,2:52.3
eight,ugc,face,2:53.0
eight,ugc,detail,2:54.0
eight,ugc,caption,2:54.3
eight,ugc,face,2:56.0
eight,ugc,face,2:57.0
eight,ugc,detail,2:58.0
eight,ugc,face,2:58.3
eight,ugc,detail,2:59.0
eight,ugc,face,3:00.0
eight,ugc,detail,3:01.0
eight,ugc,face,3:01.3
eight,ugc,face,3:04.0
eight,ugc,face,3:05.0
eight,ugc,face,3:06.0
eight,ugc,face,3:06.3
eight,ugc,action,3:07.0
nine,pro,face,3:09.0
nine,pro,body,3:10.0
nine,pro,face,3:11.0
nine,pro,face,3:12.0
nine,pro,body,3:13.0
nine,pro,caption,3:14.0
nine,pro,body,3:17.0
nine,pro,caption,3:18.0
nine,pro,face,3:23.0
nine,pro,face,3:29.0
nine,pro,face,3:30.0
nine,pro,body,3:32.0
